text,bio,pola
拍 摄 的 画 面 还 不 错,O O O B-ASP I-ASP O O O,0 0 0 1 1 0 0 0
手 机 外 观 虽 然 不 过 时,B-ASP I-ASP I-ASP I-ASP O O O O O,1 1 1 1 0 0 0 0 0
外 放 音 量 偏 小,B-ASP I-ASP I-ASP I-ASP O O,-1 -1 -1 -1 0 0
音 质 偏 差,B-ASP I-ASP O O,-1 -1 0 0
无 用 软 件 对 于 大 陆 来 说 太 多 这 还 好 意 思 是 行 货,O O B-ASP I-ASP O O O O O O O O O O O O O O O O,0 0 -1 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
后 台 运 行 特 么 费 电,B-ASP I-ASP I-ASP I-ASP I-ASP I-ASP I-ASP I-ASP,-1 -1 -1 -1 -1 -1 -1 -1
外 观 漂 亮 时 尚,B-ASP I-ASP O O O O,1 1 0 0 0 0
手 感 不 错,B-ASP I-ASP O O,1 1 0 0
硬 件 一 流 没 什 么 说 了,B-ASP I-ASP O O O O O O O,1 1 0 0 0 0 0 0 0
但 是 总 觉 得 触 屏 确 实 用 起 来 比 较 爽 啊,O O O O O B-ASP I-ASP O O O O O O O O O,0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0
舒 服 的 是 的 服 务 很 到 位,O O O O O B-ASP I-ASP O O O,0 0 0 0 0 1 1 0 0 0
打 开 网 页 非 常 迅 速,O O B-ASP I-ASP O O O O,0 0 1 1 0 0 0 0
整 体 观 感 现 代 感 很 强,B-ASP I-ASP I-ASP I-ASP O O O O O,1 1 1 1 0 0 0 0 0
重 量 不 是 很 重,B-ASP I-ASP O O O O,1 1 0 0 0 0
反 正 索 尼 的 手 机 拍 照 的 成 像 效 果 都 不 怎 么 样,O O O O O O O B-ASP I-ASP I-ASP I-ASP I-ASP I-ASP I-ASP O O O O O,0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 -1 0 0 0 0 0
毕 竟 人 家 的 防 水 技 术 已 经 相 当 成 熟 了,O O O O O B-ASP I-ASP I-ASP I-ASP O O O O O O O,0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0
屏 幕 大 了,B-ASP I-ASP O O,1 1 0 0
重 量 轻 了,B-ASP I-ASP O O,1 1 0 0
进 步 的 地 方 是 高 感 细 节 表 现 良 好,O O O O O O B-ASP I-ASP I-ASP I-ASP O O O O,0 0 0 0 0 0 1 1 1 1 0 0 0 0
黄 斑 依 然 醒 目,B-ASP I-ASP O O O O,-1 -1 0 0 0 0
低 感 不 纯 净,B-ASP I-ASP O O O,-1 -1 0 0 0
色 彩 不 准 确 比 如 红 色 偏 品,B-ASP I-ASP O O O O O O O O O,-1 -1 0 0 0 0 0 0 0 0 0
外 观 没 有 效 果 图 上 的 抢 眼,B-ASP I-ASP O O O O O O O O O,-1 -1 0 0 0 0 0 0 0 0 0
我 个 人 觉 得 蝴 蝶 机 的 色 彩 比 较 讨 人 喜 欢,O O O O O O O O O B-ASP I-ASP O O O O O O,0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0
还 是 比 较 顺 畅,B-ASP I-ASP I-ASP I-ASP I-ASP I-ASP,1 1 1 1 1 1
但 是 软 件 方 面 还 需 要 加 强,O O B-ASP I-ASP O O O O O O O,0 0 -1 -1 0 0 0 0 0 0 0
不 过 手 感 到 是 出 奇 的 好,O O B-ASP I-ASP O O O O O O,0 0 1 1 0 0 0 0 0 0
凸 起 的 把 手 握 感 非 常 不 错,O O O B-ASP I-ASP I-ASP I-ASP O O O O,0 0 0 1 1 1 1 0 0 0 0
索 爱 手 机 的 设 计 师 设 计 出 来 的 界 面 让 人 十 分 的 恶 心,O O O O O O O O O O O O O B-ASP I-ASP O O O O O O O,0 0 0 0 0 0 0 0 0 0 0 0 0 -1 -1 0 0 0 0 0 0 0
手 感 极 好,B-ASP I-ASP O O,1 1 0 0
大 小 外 形 都 合 适,B-ASP I-ASP I-ASP I-ASP O O O,1 1 1 1 0 0 0
开 机 运 行 软 件 速 度 快,O O B-ASP I-ASP I-ASP I-ASP I-ASP I-ASP O,0 0 1 1 1 1 1 1 0
游 戏 运 行 好,B-ASP I-ASP I-ASP I-ASP O,1 1 1 1 0
照 相 功 能 强 劲,B-ASP I-ASP I-ASP I-ASP O O,1 1 1 1 0 0
电 池 其 实 挺 抗 用 的,B-ASP I-ASP O O O O O O,1 1 0 0 0 0 0 0
缺 点 软 件 占 用 内 存 和 存 储 太 多,O O B-ASP I-ASP O O O O O O O O O,0 0 -1 -1 0 0 0 0 0 0 0 0 0
手 机 铃 声 小 基 本 能 够 忍 受,O O B-ASP I-ASP O O O O O O O,0 0 -1 -1 0 0 0 0 0 0 0
当 然 也 有 优 点 清 晰 照 相 还 行 网 速 还 可 以,O O O O O O O O B-ASP I-ASP O O O O O O O,0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0
说 明 他 的 电 子 设 计 和 技 术 较 低 端,O O O O B-ASP I-ASP I-ASP I-ASP O O O O O O,0 0 0 0 -1 -1 -1 -1 0 0 0 0 0 0
所 以 索 尼 设 计 理 念 上 不 高 明,O O O O B-ASP I-ASP I-ASP I-ASP O O O O,0 0 0 0 -1 -1 -1 -1 0 0 0 0
分 辨 率 很 高,B-ASP I-ASP I-ASP O O,1 1 1 0 0
操 作 很 快 很 流 畅,B-ASP I-ASP O O O O O,1 1 0 0 0 0 0
但 玩 起 游 戏 来 耗 电 实 在 太 快 了,O O O O O O B-ASP I-ASP O O O O O,0 0 0 0 0 0 -1 -1 0 0 0 0 0
卡 插 槽 上 端 及 背 面 金 属 下 端 和 机 身 间 缝 隙 过 大,O O O O O O O O O O O O O O O O B-ASP I-ASP O O,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 -1 0 0
不 过 手 感 一 般,O O B-ASP I-ASP O O,0 0 -1 -1 0 0
正 面 太 滑,B-ASP I-ASP O O,-1 -1 0 0
外 形 太 骚 了,B-ASP I-ASP O O O,-1 -1 0 0 0
呼 吸 灯 设 计 很 不 错,B-ASP I-ASP I-ASP I-ASP I-ASP O O O,1 1 1 1 1 0 0 0
屏 幕 牛 逼,B-ASP I-ASP O O,1 1 0 0
画 质 锐 利,B-ASP I-ASP O O,1 1 0 0
色 彩 浓 郁,B-ASP I-ASP O O,1 1 0 0
处 理 器 还 算 给 力,B-ASP I-ASP I-ASP O O O O,1 1 1 0 0 0 0
涂 层 比 想 象 中 的 好,B-ASP I-ASP O O O O O O,1 1 0 0 0 0 0 0
拍 照 功 能 和 效 果 比 较 强 大,B-ASP I-ASP I-ASP I-ASP O O O O O O O,1 1 1 1 0 0 0 0 0 0 0
但 是 这 款 手 机 的 拍 照 效 果 总 体 来 说 还 是 算 不 错 的,O O O O O O O B-ASP I-ASP I-ASP I-ASP O O O O O O O O O O,0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0
自 动 白 平 衡 没 有 准,B-ASP I-ASP I-ASP I-ASP I-ASP O O O,-1 -1 -1 -1 -1 0 0 0
内 置 的 相 机 功 能 很 丰 富,O O O B-ASP I-ASP I-ASP I-ASP O O O,0 0 0 1 1 1 1 0 0 0
还 带 了 点 自 动 对 焦 点 对 焦 速 度 不 错,O O O O O O O O O B-ASP I-ASP I-ASP I-ASP O O,0 0 0 0 0 0 0 0 0 1 1 1 1 0 0
老 爸 说 字 好 大,O O O B-ASP O O,0 0 0 1 0 0
电 池 还 是 不 太 够,B-ASP I-ASP O O O O O,-1 -1 0 0 0 0 0
其 实 的 设 计 并 没 有 那 么 糟 糕,O O O B-ASP I-ASP O O O O O O O,0 0 0 1 1 0 0 0 0 0 0 0
圆 润 的 按 钮 其 实 手 感 很 不 错,O O O B-ASP I-ASP O O O O O O O,0 0 0 1 1 0 0 0 0 0 0 0
屏 幕 显 示 效 果 出 色,B-ASP I-ASP I-ASP I-ASP I-ASP I-ASP O O,1 1 1 1 1 1 0 0
拍 照 在 暗 处 表 现 一 般,B-ASP I-ASP O O O O O O O,-1 -1 0 0 0 0 0 0 0
音 质 还 可 以 吧 我 对 这 个 没 什 么 高 要 求,B-ASP I-ASP O O O O O O O O O O O O O O,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
电 池 待 机 能 力 一 般,B-ASP I-ASP I-ASP I-ASP I-ASP I-ASP O O,-1 -1 -1 -1 -1 -1 0 0
的 体 积 握 起 来 手 感 还 是 不 错 的,O B-ASP I-ASP O O O O O O O O O O,0 1 1 0 0 0 0 0 0 0 0 0 0
份 量 也 不 轻,B-ASP I-ASP O O O,-1 -1 0 0 0
较 简 单 的 操 控 要 求,O O O O B-ASP I-ASP I-ASP I-ASP,0 0 0 0 1 1 1 1
较 大 的 相 机 体 积,O O O O O B-ASP I-ASP,0 0 0 0 0 1 1
再 是 黑 色 比 例 很 协 调,O O O O B-ASP I-ASP O O O,0 0 0 0 1 1 0 0 0
运 行 速 度 上 快 了 不 少,B-ASP I-ASP I-ASP I-ASP O O O O O,1 1 1 1 0 0 0 0 0
摄 像 头 逆 天 了,B-ASP I-ASP I-ASP O O O,1 1 1 0 0 0
大 屏 幕,O B-ASP I-ASP,0 1 1
这 个 最 大 好 处 还 是 屏 幕 大,O O O O O O O O B-ASP I-ASP O,0 0 0 0 0 0 0 0 1 1 0
电 话 没 有 觉 得 不 方 便,B-ASP I-ASP O O O O O O O,1 1 0 0 0 0 0 0 0
界 面 设 计 的 很 好,B-ASP I-ASP I-ASP I-ASP O O O,1 1 1 1 0 0 0
短 消 息 我 觉 得 比 苹 果 方 便,B-ASP I-ASP I-ASP O O O O O O O O,1 1 1 0 0 0 0 0 0 0 0
因 为 它 的 功 能 很 不 错,O O O O B-ASP I-ASP O O O,0 0 0 0 1 1 0 0 0
价 格 相 对 要 便 宜,B-ASP I-ASP O O O O O,1 1 0 0 0 0 0
而 且 配 件 也 要 便 宜 一 些,O O B-ASP I-ASP O O O O O O,0 0 1 1 0 0 0 0 0 0
屏 幕 大,B-ASP I-ASP O,1 1 0
分 辨 率 高,B-ASP I-ASP I-ASP O,1 1 1 0
显 示 细 腻,B-ASP I-ASP O O,1 1 0 0
魔 声 音 效 很 震 撼,B-ASP I-ASP I-ASP I-ASP O O O,1 1 1 1 0 0 0
手 机 系 统 界 面 华 丽,O O B-ASP I-ASP I-ASP I-ASP O O,0 0 1 1 1 1 0 0
虽 然 手 机 的 尺 寸 并 不 算 很 薄,O O O O O B-ASP I-ASP O O O O O,0 0 0 0 0 1 1 0 0 0 0 0
手 机 运 行 还 是 非 常 流 畅,O O B-ASP I-ASP O O O O O O,0 0 1 1 0 0 0 0 0 0
开 机 速 度 超 快,B-ASP I-ASP I-ASP I-ASP O O,1 1 1 1 0 0
玩 游 戏 也 非 常 流 畅,O B-ASP I-ASP O O O O O,0 1 1 0 0 0 0 0
界 面 很 人 性 化,B-ASP I-ASP O O O O,1 1 0 0 0 0
音 量 按 键 太 灵 敏,B-ASP I-ASP I-ASP I-ASP O O O,-1 -1 -1 -1 0 0 0
导 航 延 迟 有 点 大,B-ASP I-ASP I-ASP I-ASP O O O,-1 -1 -1 -1 0 0 0
只 是 用 起 来 发 热 有 点 厉 害,O O O O O B-ASP I-ASP O O O O,0 0 0 0 0 -1 -1 0 0 0 0
感 觉 绝 对 够 出 色,B-ASP I-ASP I-ASP I-ASP I-ASP I-ASP I-ASP,1 1 1 1 1 1 1
就 是 紫 边 太 严 重,O O B-ASP I-ASP O O O,0 0 -1 -1 0 0 0
照 远 景 效 果 比 许 多 机 子 差,B-ASP I-ASP I-ASP I-ASP I-ASP O O O O O O,-1 -1 -1 -1 -1 0 0 0 0 0 0
成 像 不 够 锐 利,B-ASP I-ASP O O O O,-1 -1 0 0 0 0
较 小,O O,0 0
出 来 的 片 子 更 糟,O O O B-ASP I-ASP O O,0 0 0 -1 -1 0 0
就 感 觉 出 来 的 片 子 更 糟,O O O O O O B-ASP I-ASP O O,0 0 0 0 0 0 -1 -1 0 0
它 的 电 子 手 动 对 焦 很 好 用,O O B-ASP I-ASP I-ASP I-ASP I-ASP I-ASP O O O,0 0 1 1 1 1 1 1 0 0 0
成 像 属 于 最 好 的 一 类,B-ASP I-ASP O O O O O O O,1 1 0 0 0 0 0 0 0
对 这 款 功 能 几 乎 完 善 的 机 子,O O O B-ASP I-ASP O O O O O O O,0 0 0 1 1 0 0 0 0 0 0 0
它 的 分 辨 率 很 高,O O B-ASP I-ASP I-ASP O O,0 0 1 1 1 0 0
主 要 是 因 为 色 散 控 制 不 好 的 原 因,O O O O O B-ASP I-ASP I-ASP I-ASP O O O O O,0 0 0 0 0 -1 -1 -1 -1 0 0 0 0 0
索 尼 外 形 时 尚 大 气,O O B-ASP I-ASP O O O O,0 0 1 1 0 0 0 0
做 工 精 致 耐 看,B-ASP I-ASP O O O O,1 1 0 0 0 0
屏 幕 很 大 很 精 细,B-ASP I-ASP O O O O O,1 1 0 0 0 0 0
分 辨 率 超 高,B-ASP I-ASP I-ASP O O,1 1 1 0 0
内 置 很 多 软 件 很 贴 心 很 方 便 很 实 用,O O O O B-ASP I-ASP O O O O O O O O O,0 0 0 0 1 1 0 0 0 0 0 0 0 0 0
拍 照 功 能 无 与 伦 比,B-ASP I-ASP I-ASP I-ASP O O O O,1 1 1 1 0 0 0 0
启 动 对 焦 成 像 都 是 一 流 的,B-ASP I-ASP O O O O O O O O O,1 1 0 0 0 0 0 0 0 0 0
索 尼 手 机 外 形 偏 厚,O O O O B-ASP I-ASP O O,0 0 0 0 -1 -1 0 0
握 持 不 舒 服,B-ASP I-ASP O O O,-1 -1 0 0 0
手 机 听 筒 及 外 放 声 音 偏 小,O O B-ASP I-ASP I-ASP I-ASP I-ASP I-ASP I-ASP O O,0 0 -1 -1 -1 -1 -1 -1 -1 0 0
手 机 触 摸 操 作 不 够 流 畅,O O B-ASP I-ASP I-ASP I-ASP O O O O,0 0 -1 -1 -1 -1 0 0 0 0
屏 幕 偏 暗,B-ASP I-ASP O O,-1 -1 0 0
色 彩 不 鲜 艳,B-ASP I-ASP O O O,-1 -1 0 0 0
分 辨 率 太 高,B-ASP I-ASP I-ASP O O,-1 -1 -1 0 0
字 体 偏 小,B-ASP I-ASP O O,-1 -1 0 0
屏 幕 很 好,B-ASP I-ASP O O,1 1 0 0
系 统 运 行 非 常 流 畅,B-ASP I-ASP I-ASP I-ASP O O O O,1 1 1 1 0 0 0 0
外 观 惊 艳,B-ASP I-ASP O O,1 1 0 0
通 话 质 量 可 以,B-ASP I-ASP I-ASP I-ASP O O,1 1 1 1 0 0
感 觉 一 英 寸 大 底 确 实 不 错,B-ASP I-ASP I-ASP I-ASP I-ASP I-ASP I-ASP I-ASP I-ASP I-ASP I-ASP,1 1 1 1 1 1 1 1 1 1 1
画 质 着 实 不 错,B-ASP I-ASP O O O O,1 1 0 0 0 0
高 感 还 是 不 错 的,B-ASP I-ASP O O O O O,1 1 0 0 0 0 0
其 他 片 子 感 觉 也 还 是 很 不 错 的 局 限 于 电 脑 显 示,O O B-ASP I-ASP O O O O O O O O O O O O O O O O,0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
感 觉 夜 景 拍 摄 也 很 不 错,O O B-ASP I-ASP I-ASP I-ASP O O O O,0 0 1 1 1 1 0 0 0 0
的 外 观 的 确 是 最 大 亮 点 了,O B-ASP I-ASP O O O O O O O O,0 1 1 0 0 0 0 0 0 0 0
总 结 外 形 无 可 匹 敌,O O B-ASP I-ASP O O O O,0 0 1 1 0 0 0 0
比 老 婆 的 显 示 效 果 又 强 出 不 多 少,O O O O B-ASP I-ASP I-ASP I-ASP O O O O O O,0 0 0 0 1 1 1 1 0 0 0 0 0 0
速 度 是 很 快,B-ASP I-ASP O O O,1 1 0 0 0
但 是 那 颜 色 真 的 太 夸 张 了,O O O B-ASP I-ASP O O O O O O,0 0 0 -1 -1 0 0 0 0 0 0
但 是 有 不 少 软 件 都 不 顺,O O O O O B-ASP I-ASP O O O,0 0 0 0 0 -1 -1 0 0 0
手 机 存 储 量 大,O O B-ASP I-ASP I-ASP O,0 0 1 1 1 0
的 屏 幕 是 目 前 智 能 手 机 的 主 流 大 屏,O B-ASP I-ASP O O O O O O O O O O O O,0 1 1 0 0 0 0 0 0 0 0 0 0 0 0
优 点 太 多 了,B-ASP I-ASP I-ASP I-ASP I-ASP,1 1 1 1 1
手 机 外 观 很 漂 亮,O O B-ASP I-ASP O O O,0 0 1 1 0 0 0
索 爱 的 做 工 实 在 是 太 好 了,O O O B-ASP I-ASP O O O O O O,0 0 0 1 1 0 0 0 0 0 0
索 爱 的 照 相 音 乐 和 显 示 都 很 给 力 啊,O O O B-ASP I-ASP I-ASP I-ASP O O O O O O O O,0 0 0 1 1 1 1 0 0 0 0 0 0 0 0
分 辨 率 很 好,B-ASP I-ASP I-ASP O O,1 1 1 0 0
的 屏 幕 很 霸 气,O B-ASP I-ASP O O O,0 1 1 0 0 0
的 内 存 很 大 了,O B-ASP I-ASP O O O,0 1 1 0 0 0
各 项 配 置 都 是 最 好 的,O O B-ASP I-ASP O O O O O,0 0 1 1 0 0 0 0 0
造 型 简 约 大 方,B-ASP I-ASP O O O O,1 1 0 0 0 0
显 示 效 果 细 腻,B-ASP I-ASP I-ASP I-ASP O O,1 1 1 1 0 0
色 彩 艳 丽,B-ASP I-ASP O O,1 1 0 0
但 实 际 试 用 发 现 对 焦 迟 滞 太 严 重,O O O O O O O B-ASP I-ASP I-ASP I-ASP O O O,0 0 0 0 0 0 0 -1 -1 -1 -1 0 0 0
所 以 精 确 度 很 高,O O B-ASP I-ASP I-ASP O O,0 0 1 1 1 0 0
色 彩 艳 丽 程 度 以 及 灵 敏 度 都 无 可 挑 剔,B-ASP I-ASP I-ASP I-ASP I-ASP I-ASP O O O O O O O O O O,1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0
色 彩 灰 常 鲜 艳 真 实,B-ASP I-ASP O O O O O O,1 1 0 0 0 0 0 0
上 网 速 度 应 该 是 我 见 过 速 度 最 快 的 了,B-ASP I-ASP I-ASP I-ASP O O O O O O O O O O O O,1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0
速 度 极 快,B-ASP I-ASP O O,1 1 0 0
速 度 非 常 快,B-ASP I-ASP O O O,1 1 0 0 0
色 彩 还 原 程 度 令 人 咋 舌,B-ASP I-ASP I-ASP I-ASP I-ASP I-ASP O O O O,1 1 1 1 1 1 0 0 0 0
成 像 效 果 不 用 说 非 常 好,B-ASP I-ASP I-ASP I-ASP O O O O O O,1 1 1 1 0 0 0 0 0 0
音 质 一 般,B-ASP I-ASP O O,-1 -1 0 0
屏 幕 惊 艳,B-ASP I-ASP O O,1 1 0 0
拍 照 效 果 完 美,B-ASP I-ASP I-ASP I-ASP O O,1 1 1 1 0 0
做 工 很 好,B-ASP I-ASP O O,1 1 0 0
每 个 细 节 都 很 出 色,O O B-ASP I-ASP O O O O,0 0 1 1 0 0 0 0
屏 幕 好,B-ASP I-ASP O,1 1 0
那 个 拍 照 实 在 是 太 好 了,O O B-ASP I-ASP O O O O O O,0 0 1 1 0 0 0 0 0 0
新 的 接 口 小 巧 得 多 了,O O B-ASP I-ASP O O O O O,0 0 1 1 0 0 0 0 0
音 响 是 最 让 人 惊 讶 的,B-ASP I-ASP O O O O O O O,1 1 0 0 0 0 0 0 0
当 然 屏 幕 这 么 好,O O B-ASP I-ASP O O O,0 0 1 1 0 0 0
看 视 频 很 棒 了,O B-ASP I-ASP O O O,0 1 1 0 0 0
画 面 很 炫,B-ASP I-ASP O O,1 1 0 0
苹 果 的 软 件 实 在 是 太 多 太 好,O O O B-ASP I-ASP O O O O O O O,0 0 0 1 1 0 0 0 0 0 0 0
对 焦 点 的 明 暗 反 差 要 求 比 较 高,B-ASP I-ASP O O O O O O O O O O O,-1 -1 0 0 0 0 0 0 0 0 0 0 0
但 驱 动 有 点 慢,O B-ASP I-ASP O O O,0 -1 -1 0 0 0
感 觉 比 要 好,B-ASP I-ASP I-ASP I-ASP I-ASP,1 1 1 1 1
感 觉 比 要 好,B-ASP I-ASP I-ASP I-ASP I-ASP,-1 -1 -1 -1 -1
照 相 给 力,B-ASP I-ASP O O,1 1 0 0
外 观 霸 气,B-ASP I-ASP O O,1 1 0 0
第 二 原 机 自 带 的 耳 机 表 现 真 心 不 好,O O O O O O O B-ASP I-ASP O O O O O O,0 0 0 0 0 0 0 -1 -1 0 0 0 0 0 0
第 三 信 号 和 通 话 质 量 也 欠 佳,O O B-ASP I-ASP O O O O O O O O,0 0 -1 -1 0 0 0 0 0 0 0 0
操 作 系 统 反 映 速 度 很 慢,B-ASP I-ASP I-ASP I-ASP I-ASP I-ASP I-ASP I-ASP O O,-1 -1 -1 -1 -1 -1 -1 -1 0 0
默 认 锐 度 和 色 彩 鲜 度 都 一 般,O O B-ASP I-ASP O O O O O O O O,0 0 -1 -1 0 0 0 0 0 0 0 0
把 锐 度 和 色 彩 调 到 最 高 的 效 果 就 还 不 错,O O O O O O O O O O O B-ASP I-ASP O O O O,0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0
细 节 也 不 错,B-ASP I-ASP O O O,1 1 0 0 0
整 体 感 觉 也 还 成,B-ASP I-ASP I-ASP I-ASP O O O,1 1 1 1 0 0 0
防 抖 功 能 还 行,B-ASP I-ASP I-ASP I-ASP O O,1 1 1 1 0 0
变 焦 也 和 顺 畅,B-ASP I-ASP O O O O,1 1 0 0 0 0
自 动 对 焦 能 力 也 不 错,B-ASP I-ASP I-ASP I-ASP I-ASP I-ASP O O O,1 1 1 1 1 1 0 0 0
说 道 这 个 机 子 慢,B-ASP I-ASP I-ASP I-ASP I-ASP I-ASP I-ASP,-1 -1 -1 -1 -1 -1 -1
如 果 能 忍 受 它 缓 慢 的 存 储 速 度 的 话,O O O O O O O O O B-ASP I-ASP I-ASP I-ASP O O,0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 0 0
应 该 是 比 较 好 的,B-ASP I-ASP I-ASP I-ASP I-ASP I-ASP I-ASP,1 1 1 1 1 1 1
因 为 外 形 太 丑 也 许 是 个 人 喜 好,O O B-ASP I-ASP O O O O O O O O O,0 0 -1 -1 0 0 0 0 0 0 0 0 0
其 软 件 确 实 也 多,O B-ASP I-ASP O O O O,0 1 1 0 0 0 0
屏 幕 漂 亮 啊,B-ASP I-ASP O O O,1 1 0 0 0
手 感 是 越 来 越 好,B-ASP I-ASP O O O O O,1 1 0 0 0 0 0
主 要 是 软 件 不 多,O O O B-ASP I-ASP O O,0 0 0 -1 -1 0 0
录 像 效 果 很 爽,B-ASP I-ASP I-ASP I-ASP O O,1 1 1 1 0 0
录 制 的 录 像 放 电 脑 上 清 晰,O O O B-ASP I-ASP O O O O O O,0 0 0 1 1 0 0 0 0 0 0
颗 粒 感 依 旧 明 显,B-ASP I-ASP I-ASP O O O O,-1 -1 -1 0 0 0 0
色 彩 是 极 度 鲜 艳,B-ASP I-ASP O O O O O,1 1 0 0 0 0 0
别 再 说 色 彩 还 原 能 力 强 了,O O O B-ASP I-ASP I-ASP I-ASP I-ASP I-ASP O O,0 0 0 -1 -1 -1 -1 -1 -1 0 0
存 储 速 度 慢,B-ASP I-ASP I-ASP I-ASP O,-1 -1 -1 -1 0
速 度 奇 慢,B-ASP I-ASP O O,-1 -1 0 0
电 池 不 够 用,B-ASP I-ASP O O O,-1 -1 0 0 0
高 感 不 好,B-ASP I-ASP O O,-1 -1 0 0
晚 上 拍 照 比 较 吃 力,O O B-ASP I-ASP O O O O,0 0 -1 -1 0 0 0 0
供 货 商 的 防 伪 标 签 很 讨 厌,O O O O B-ASP I-ASP I-ASP I-ASP O O O,0 0 0 0 -1 -1 -1 -1 0 0 0
正 面 非 常 帅,B-ASP I-ASP O O O,1 1 0 0 0
背 面 很 山 寨,B-ASP I-ASP O O O,-1 -1 0 0 0
摄 像 头 那 地 方 的 设 计 太 烂 了,B-ASP I-ASP I-ASP O O O O O O O O O,-1 -1 -1 0 0 0 0 0 0 0 0 0
侧 滑 非 常 牛,B-ASP I-ASP O O O,1 1 0 0 0
按 键 很 好 看,B-ASP I-ASP O O O,1 1 0 0 0
键 程 却 很 短,B-ASP I-ASP O O O,-1 -1 0 0 0
全 键 盘 的 按 键 太 难 用 了,O O O O B-ASP I-ASP O O O O,0 0 0 0 -1 -1 0 0 0 0
外 放 非 常 烂,B-ASP I-ASP O O O,-1 -1 0 0 0
由 于 图 像 表 现 出 色,O O B-ASP I-ASP O O O O,0 0 1 1 0 0 0 0
像 素 提 升 三 倍 后 裁 剪 空 间 大 了 许 多,O O O O O O O B-ASP I-ASP I-ASP I-ASP O O O O,0 0 0 0 0 0 0 1 1 1 1 0 0 0 0
电 池 使 用 寿 命 短 不 过 该 机 器 已 经 设 计 了 外 接 电 源 的 线 孔,O O B-ASP I-ASP I-ASP I-ASP O O O O O O O O O O O O O O O O O O,0 0 -1 -1 -1 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
相 比 较 原 系 列 锐 度 高 了 不 少 这 一 点 好 与 不 好 大 家 有 争 议,O O O O O O B-ASP I-ASP O O O O O O O O O O O O O O O O,0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
摄 像 头 效 果 不 错,B-ASP I-ASP I-ASP I-ASP I-ASP O O,1 1 1 1 1 0 0
闪 光 灯 也 亮,B-ASP I-ASP I-ASP O O,1 1 1 0 0
软 件 多,B-ASP I-ASP O,1 1 0
可 玩 性 强,B-ASP I-ASP I-ASP O,1 1 1 0
速 度 还 不 错,B-ASP I-ASP O O O,1 1 0 0 0
声 音 好,B-ASP I-ASP O,1 1 0
听 筒 外 放 都 好,B-ASP I-ASP O O O O,1 1 0 0 0 0
视 频 能 力 强,B-ASP I-ASP I-ASP I-ASP O,1 1 1 1 0
接 电 脑 传 输 速 度 非 常 快,O B-ASP I-ASP I-ASP I-ASP I-ASP I-ASP O O O,0 1 1 1 1 1 1 0 0 0
三 星 自 己 桌 面 的 个 桌 面 不 错,O O O O B-ASP I-ASP O O O O O O,0 0 0 0 1 1 0 0 0 0 0 0
触 摸 屏 灵 敏 度 不 够,B-ASP I-ASP I-ASP I-ASP I-ASP I-ASP O O,-1 -1 -1 -1 -1 -1 0 0
查 电 话 号 码 不 方 便,O B-ASP I-ASP I-ASP I-ASP O O O,0 -1 -1 -1 -1 0 0 0
魔 幻 立 方 也 是 华 而 不 实,B-ASP I-ASP I-ASP I-ASP O O O O O O,-1 -1 -1 -1 0 0 0 0 0 0
反 应 速 度 虽 然 算 是 比 较 快 了,B-ASP I-ASP I-ASP I-ASP O O O O O O O O,1 1 1 1 0 0 0 0 0 0 0 0
导 航 功 能 很 好,B-ASP I-ASP I-ASP I-ASP O O,1 1 1 1 0 0
字 体 偏 小,B-ASP I-ASP O O,-1 -1 0 0
通 讯 录 查 找 方 便,B-ASP I-ASP I-ASP O O O O,1 1 1 0 0 0 0
制 造 精 细,B-ASP I-ASP O O,-1 -1 0 0
整 体 感 觉 不 错,B-ASP I-ASP I-ASP I-ASP O O,1 1 1 1 0 0
电 池 的 确 很 吓 人 的,B-ASP I-ASP O O O O O O,-1 -1 0 0 0 0 0 0
外 观 时 尚 大 气,B-ASP I-ASP O O O O,1 1 0 0 0 0
金 属 外 壳 很 有 质 感,O O B-ASP I-ASP O O O O,0 0 1 1 0 0 0 0
显 示 屏 较 大,B-ASP I-ASP I-ASP O O,1 1 1 0 0
按 键 手 感 不 错,B-ASP I-ASP I-ASP I-ASP O O,1 1 1 1 0 0
数 据 传 输 方 便,B-ASP I-ASP I-ASP I-ASP O O,1 1 1 1 0 0
传 输 速 度 理 想,B-ASP I-ASP I-ASP I-ASP O O,1 1 1 1 0 0
